seed,test_acc,test_f1,best_val_acc,best_epoch,time_s,peak_gb
0,0.8333333333333334,0.83125,0.8703703703703703,17,341.721510887146,1.865723392
1,0.8148148148148148,0.8137931034482759,0.9074074074074074,38,496.89771580696106,1.865723392
2,0.7870370370370371,0.7848046435068873,0.8703703703703703,37,454.74822878837585,2.52944128
