Dataset,Model,HiddenDim,NumLayers,Params,Seed,BestVal,BestTest,BestEpoch,TotalTime,PeakMemoryMB
LRGB,LocalOnlyGCN_Batched,200,4,265210,0,0.47274489359480887,0.44168067655690707,99,678.6999554634094,169.943359375
